"group","nfeatures","ndims","resolution","silhouette","modularity"
"M",4600,4,0.82,0.12372106874818,0.456239871991384
"M",4600,4,0.84,0.126130832509019,0.455125901227906
"M",4600,4,0.86,0.126130832509019,0.455125901227906
"M",4600,4,0.88,0.126130832509019,0.455125901227906
"M",4600,4,0.9,0.126130832509019,0.455125901227906
"M",4600,4,0.92,0.141182959753929,0.450650234909427
"M",4600,4,0.94,0.141182959753929,0.450650234909427
"M",4600,4,0.96,0.141182959753929,0.450650234909427
"M",4600,4,0.98,0.141284965872697,0.448863283887535
"M",4600,4,1,0.141182959753929,0.450650234909427
"M",4600,5,0.02,NA,NA
"M",4600,5,0.04,NA,NA
"M",4600,5,0.06,NA,NA
"M",4600,5,0.08,NA,NA
"M",4600,5,0.1,NA,NA
"M",4600,5,0.12,NA,NA
"M",4600,5,0.14,NA,NA
"M",4600,5,0.16,NA,NA
"M",4600,5,0.18,NA,NA
"M",4600,5,0.2,NA,NA
"M",4600,5,0.22,NA,NA
"M",4600,5,0.24,NA,NA
"M",4600,5,0.26,0.299295562866058,0.0824896232451531
"M",4600,5,0.28,0.19135748230224,0.326547342262206
"M",4600,5,0.3,0.19135748230224,0.326547342262206
"M",4600,5,0.32,0.196325993768422,0.360000220700745
"M",4600,5,0.34,0.196325993768422,0.360000220700745
"M",4600,5,0.36,0.196325993768422,0.360000220700745
"M",4600,5,0.38,0.196325993768422,0.360000220700745
"M",4600,5,0.4,0.196325993768422,0.360000220700745
"M",4600,5,0.42,0.196325993768422,0.360000220700745
"M",4600,5,0.44,0.196325993768422,0.360000220700745
"M",4600,5,0.46,0.196325993768422,0.360000220700745
"M",4600,5,0.48,0.196325993768422,0.360000220700745
"M",4600,5,0.5,0.196325993768422,0.360000220700745
"M",4600,5,0.52,0.196325993768422,0.360000220700745
"M",4600,5,0.54,0.124050868170148,0.393732428188646
"M",4600,5,0.56,0.123218415990113,0.395458053361705
"M",4600,5,0.58,0.123218415990113,0.395458053361705
"M",4600,5,0.6,0.123218415990113,0.395458053361705
"M",4600,5,0.62,0.12332025801621,0.397393378196702
"M",4600,5,0.64,0.104945646748062,0.41337574183038
"M",4600,5,0.66,0.106047469937412,0.413107800939472
"M",4600,5,0.68,0.105440913453268,0.413212121088652
"M",4600,5,0.7,0.122379429088525,0.414250097065885
"M",4600,5,0.72,0.122379429088525,0.414250097065885
"M",4600,5,0.74,0.122958559433204,0.414949701451311
"M",4600,5,0.76,0.122958559433204,0.414949701451311
"M",4600,5,0.78,0.122958559433204,0.414949701451311
"M",4600,5,0.8,0.122958559433204,0.414949701451311
"M",4600,5,0.82,0.122958559433204,0.414949701451311
"M",4600,5,0.84,0.122958559433204,0.414949701451311
"M",4600,5,0.86,0.123134307491334,0.415129895121308
"M",4600,5,0.88,0.106906223546383,0.413960673503976
"M",4600,5,0.9,0.123134307491334,0.415129895121308
"M",4600,5,0.92,0.105682220842384,0.41446717152811
"M",4600,5,0.94,0.121784106360011,0.415636393145442
"M",4600,5,0.96,0.121677521512683,0.415892093633479
"M",4600,5,0.98,0.121677521512683,0.415892093633479
"M",4600,5,1,0.12222521775805,0.416468883147274
"M",4600,6,0.02,NA,NA
"M",4600,6,0.04,NA,NA
"M",4600,6,0.06,NA,NA
"M",4600,6,0.08,NA,NA
"M",4600,6,0.1,NA,NA
"M",4600,6,0.12,NA,NA
"M",4600,6,0.14,NA,NA
"M",4600,6,0.16,NA,NA
"M",4600,6,0.18,NA,NA
"M",4600,6,0.2,NA,NA
"M",4600,6,0.22,NA,NA
"M",4600,6,0.24,NA,NA
"M",4600,6,0.26,NA,NA
"M",4600,6,0.28,NA,NA
"M",4600,6,0.3,0.271299975529168,0.0935771072873307
"M",4600,6,0.32,0.176965366800499,0.305139727581007
"M",4600,6,0.34,0.169650706331887,0.309812358492117
"M",4600,6,0.36,0.186597859878064,0.295409768879676
"M",4600,6,0.38,0.178631032649921,0.301153834558566
"M",4600,6,0.4,0.173773802349524,0.341200224037138
"M",4600,6,0.42,0.168328658046495,0.340125685738612
"M",4600,6,0.44,0.168328658046495,0.340125685738612
"M",4600,6,0.46,0.166560209713325,0.339703623548761
"M",4600,6,0.48,0.171513928669431,0.343220979383266
"M",4600,6,0.5,0.173773802349524,0.341200224037138
"M",4600,6,0.52,0.171513928669431,0.343220979383266
"M",4600,6,0.54,0.171513928669431,0.343220979383266
"M",4600,6,0.56,0.104444163466662,0.374454684909798
"M",4600,6,0.58,0.0917661892710812,0.376192032425162
"M",4600,6,0.6,0.085797729826471,0.378480593988078
"M",4600,6,0.62,0.110325215766374,0.394722380898769
"M",4600,6,0.64,0.109742077906665,0.393327441282713
"M",4600,6,0.66,0.109742077906665,0.393327441282713
"M",4600,6,0.68,0.110325215766374,0.394722380898769
"M",4600,6,0.7,0.109742077906665,0.393327441282713
"M",4600,6,0.72,0.111106213442222,0.394235378452545
"M",4600,6,0.74,0.109742077906665,0.393327441282713
"M",4600,6,0.76,0.109742077906665,0.393327441282713
"M",4600,6,0.78,0.109742077906665,0.393327441282713
"M",4600,6,0.8,0.109742077906665,0.393327441282713
"M",4600,6,0.82,0.109742077906665,0.393327441282713
"M",4600,6,0.84,0.109742077906665,0.393327441282713
"M",4600,6,0.86,0.109742077906665,0.393327441282713
"M",4600,6,0.88,0.111347225324587,0.395309427982461
"M",4600,6,0.9,0.11199933191389,0.395161777882086
"M",4600,6,0.92,0.110970909817501,0.395414954024955
"M",4600,6,0.94,0.110970909817501,0.395414954024955
"M",4600,6,0.96,0.111590036974451,0.395221587567343
"M",4600,6,0.98,0.110970909817501,0.395414954024955
"M",4600,6,1,0.110970909817501,0.395414954024955
"M",4600,7,0.02,NA,NA
"M",4600,7,0.04,NA,NA
"M",4600,7,0.06,NA,NA
"M",4600,7,0.08,NA,NA
"M",4600,7,0.1,NA,NA
"M",4600,7,0.12,NA,NA
"M",4600,7,0.14,NA,NA
"M",4600,7,0.16,NA,NA
"M",4600,7,0.18,NA,NA
"M",4600,7,0.2,NA,NA
"M",4600,7,0.22,NA,NA
"M",4600,7,0.24,NA,NA
"M",4600,7,0.26,NA,NA
"M",4600,7,0.28,NA,NA
"M",4600,7,0.3,NA,NA
"M",4600,7,0.32,0.158457987088011,0.290421647217343
"M",4600,7,0.34,0.154827783156702,0.299734812482496
"M",4600,7,0.36,0.163450968079882,0.334248130175168
"M",4600,7,0.38,0.163450968079882,0.334248130175168
"M",4600,7,0.4,0.163450968079882,0.334248130175168
"M",4600,7,0.42,0.163450968079882,0.334248130175168
"M",4600,7,0.44,0.165579777534853,0.33432518755526
"M",4600,7,0.46,0.165579777534853,0.33432518755526
"M",4600,7,0.48,0.163450968079882,0.334248130175168
"M",4600,7,0.5,0.163450968079882,0.334248130175168
"M",4600,7,0.52,0.163450968079882,0.334248130175168
"M",4600,7,0.54,0.163450968079882,0.334248130175168
"M",4600,7,0.56,0.16223494396383,0.336541934448672
"M",4600,7,0.58,0.16223494396383,0.336541934448672
"M",4600,7,0.6,0.16223494396383,0.336541934448672
"M",4600,7,0.62,0.0824350199611054,0.363954509235041
"M",4600,7,0.64,0.081546263123326,0.364312552127937
"M",4600,7,0.66,0.0834694281016203,0.361708092785533
"M",4600,7,0.68,0.0815536542726763,0.365073659007346
"M",4600,7,0.7,0.0893972309729952,0.379816865596283
"M",4600,7,0.72,0.0893972309729952,0.379816865596283
"M",4600,7,0.74,0.0893972309729952,0.379816865596283
"M",4600,7,0.76,0.0905722137207361,0.378268161262409
"M",4600,7,0.78,0.0905722137207361,0.378268161262409
"M",4600,7,0.8,0.0905722137207361,0.378268161262409
"M",4600,7,0.82,0.0925762099955503,0.378340227502224
"M",4600,7,0.84,0.0925762099955503,0.378340227502224
"M",4600,7,0.86,0.0925762099955503,0.378340227502224
"M",4600,7,0.88,0.0905722137207361,0.378268161262409
"M",4600,7,0.9,0.0905722137207361,0.378268161262409
"M",4600,7,0.92,0.0898988907577704,0.378246320122181
"M",4600,7,0.94,0.0899731117524612,0.379356182228291
"M",4600,7,0.96,0.0938462208934958,0.378241648280439
"M",4600,7,0.98,0.0898988907577704,0.378246320122181
"M",4600,7,1,0.0926730821521481,0.378979295120024
"M",4600,8,0.02,NA,NA
"M",4600,8,0.04,NA,NA
"M",4600,8,0.06,NA,NA
"M",4600,8,0.08,NA,NA
"M",4600,8,0.1,NA,NA
"M",4600,8,0.12,NA,NA
"M",4600,8,0.14,NA,NA
"M",4600,8,0.16,NA,NA
"M",4600,8,0.18,NA,NA
"M",4600,8,0.2,NA,NA
"M",4600,8,0.22,NA,NA
"M",4600,8,0.24,NA,NA
"M",4600,8,0.26,NA,NA
"M",4600,8,0.28,NA,NA
"M",4600,8,0.3,NA,NA
"M",4600,8,0.32,NA,NA
"M",4600,8,0.34,0.139798786270048,0.294268510271074
"M",4600,8,0.36,0.143028290998704,0.297018723966871
"M",4600,8,0.38,0.143028290998704,0.297018723966871
"M",4600,8,0.4,0.140294440212214,0.295369556637215
"M",4600,8,0.42,0.138492990683319,0.319985118923742
"M",4600,8,0.44,0.138492990683319,0.319985118923742
"M",4600,8,0.46,0.138492990683319,0.319985118923742
"M",4600,8,0.48,0.138492990683319,0.319985118923742
"M",4600,8,0.5,0.138492990683319,0.319985118923742
"M",4600,8,0.52,0.138492990683319,0.319985118923742
"M",4600,8,0.54,0.138492990683319,0.319985118923742
"M",4600,8,0.56,0.138492990683319,0.319985118923742
"M",4600,8,0.58,0.138492990683319,0.319985118923742
"M",4600,8,0.6,0.134253328658552,0.318567997017971
"M",4600,8,0.62,0.0812643004847389,0.345329106061165
"M",4600,8,0.64,0.0812643004847389,0.345329106061165
"M",4600,8,0.66,0.0820559616008375,0.345700815842915
"M",4600,8,0.68,0.0820559616008375,0.345700815842915
"M",4600,8,0.7,0.0820523549870183,0.34746582618052
"M",4600,8,0.72,0.0808514647071482,0.346931386504838
"M",4600,8,0.74,0.0481372731195264,0.357393988187898
"M",4600,8,0.76,0.0481372731195264,0.357393988187898
"M",4600,8,0.78,0.0481372731195264,0.357393988187898
"M",4600,8,0.8,0.0499928343784153,0.357379794215143
"M",4600,8,0.82,0.0481372731195264,0.357393988187898
"M",4600,8,0.84,0.0510951650362947,0.35821824019315
"M",4600,8,0.86,0.0499928343784153,0.357379794215143
"M",4600,8,0.88,0.065244819014481,0.357010357160365
"M",4600,8,0.9,0.065244819014481,0.357010357160365
"M",4600,8,0.92,0.065244819014481,0.357010357160365
"M",4600,8,0.94,0.065244819014481,0.357010357160365
"M",4600,8,0.96,0.065244819014481,0.357010357160365
"M",4600,8,0.98,0.0653259208858838,0.356629093997213
"M",4600,8,1,0.0653259208858838,0.356629093997213
"M",4600,10,0.02,NA,NA
"M",4600,10,0.04,NA,NA
"M",4600,10,0.06,NA,NA
"M",4600,10,0.08,NA,NA
"M",4600,10,0.1,NA,NA
"M",4600,10,0.12,NA,NA
"M",4600,10,0.14,NA,NA
"M",4600,10,0.16,NA,NA
"M",4600,10,0.18,NA,NA
"M",4600,10,0.2,NA,NA
"M",4600,10,0.22,NA,NA
"M",4600,10,0.24,NA,NA
"M",4600,10,0.26,NA,NA
"M",4600,10,0.28,NA,NA
"M",4600,10,0.3,NA,NA
"M",4600,10,0.32,0.129224268619088,0.307620523415978
"M",4600,10,0.34,0.129224268619088,0.307620523415978
"M",4600,10,0.36,0.129224268619088,0.307620523415978
"M",4600,10,0.38,0.129224268619088,0.307620523415978
"M",4600,10,0.4,0.129224268619088,0.307620523415978
"M",4600,10,0.42,0.129224268619088,0.307620523415978
"M",4600,10,0.44,0.129224268619088,0.307620523415978
"M",4600,10,0.46,0.129224268619088,0.307620523415978
"M",4600,10,0.48,0.129224268619088,0.307620523415978
"M",4600,10,0.5,0.129224268619088,0.307620523415978
"M",4600,10,0.52,0.129224268619088,0.307620523415978
"M",4600,10,0.54,0.129224268619088,0.307620523415978
"M",4600,10,0.56,0.129224268619088,0.307620523415978
"M",4600,10,0.58,0.129224268619088,0.307620523415978
"M",4600,10,0.6,0.124982576005917,0.319732925137931
"M",4600,10,0.62,0.124982576005917,0.319732925137931
"M",4600,10,0.64,0.124982576005917,0.319732925137931
"M",4600,10,0.66,0.124982576005917,0.319732925137931
"M",4600,10,0.68,0.124982576005917,0.319732925137931
"M",4600,10,0.7,0.124405439477994,0.320281735935615
"M",4600,10,0.72,0.124405439477994,0.320281735935615
"M",4600,10,0.74,0.0705238531073617,0.331962722169099
"M",4600,10,0.76,0.0705238531073617,0.331962722169099
"M",4600,10,0.78,0.0705238531073617,0.331962722169099
"M",4600,10,0.8,0.0706584264004552,0.332432407755238
"M",4600,10,0.82,0.0705794826555901,0.332633735457505
"M",4600,10,0.84,0.0705298934103881,0.332679544790505
"M",4600,10,0.86,0.0702492376653134,0.332881939701295
"M",4600,10,0.88,0.0374840783128403,0.337387153370671
"M",4600,10,0.9,0.0471999505349037,0.330608299372387
"M",4600,10,0.92,0.0562900420378087,0.331813661597189
"M",4600,10,0.94,0.0562900420378087,0.331813661597189
"M",4600,10,0.96,0.0564603092501337,0.331453286622802
"M",4600,10,0.98,0.0519632325581778,0.332502276711518
"M",4600,10,1,0.0564603092501337,0.331453286622802
"M",4700,4,0.02,NA,NA
"M",4700,4,0.04,NA,NA
"M",4700,4,0.06,NA,NA
"M",4700,4,0.08,NA,NA
"M",4700,4,0.1,NA,NA
"M",4700,4,0.12,NA,NA
"M",4700,4,0.14,NA,NA
"M",4700,4,0.16,NA,NA
"M",4700,4,0.18,NA,NA
"M",4700,4,0.2,NA,NA
"M",4700,4,0.22,NA,NA
"M",4700,4,0.24,0.248755858620551,0.30523912338183
"M",4700,4,0.26,0.248755858620551,0.30523912338183
"M",4700,4,0.28,0.223024550317034,0.344809712787449
"M",4700,4,0.3,0.237626069276313,0.338417878910145
"M",4700,4,0.32,0.223024550317034,0.344809712787449
"M",4700,4,0.34,0.236683949299362,0.338673910191697
"M",4700,4,0.36,0.221921865175661,0.344320315599716
"M",4700,4,0.38,0.237337561706453,0.363265504179064
"M",4700,4,0.4,0.219000607838997,0.375368909512684
"M",4700,4,0.42,0.189580783276833,0.413103595262371
"M",4700,4,0.44,0.189580783276833,0.413103595262371
"M",4700,4,0.46,0.209708351267085,0.390640855113869
"M",4700,4,0.48,0.186124879405435,0.413267727399083
"M",4700,4,0.5,0.189580783276833,0.413103595262371
"M",4700,4,0.52,0.149244051474247,0.418776762645277
"M",4700,4,0.54,0.176653335487822,0.408732325555551
"M",4700,4,0.56,0.132960804711983,0.417530492912672
"M",4700,4,0.58,0.150970431042845,0.424585687128165
"M",4700,4,0.6,0.150970431042845,0.424585687128165
"M",4700,4,0.62,0.150970431042845,0.424585687128165
"M",4700,4,0.64,0.132499247265046,0.417578719748871
"M",4700,4,0.66,0.150970431042845,0.424585687128165
"M",4700,4,0.68,0.150950370300695,0.422653296796011
"M",4700,4,0.7,0.150950370300695,0.422653296796011
"M",4700,4,0.72,0.152779463100683,0.425547674306823
"M",4700,4,0.74,0.152779463100683,0.425547674306823
"M",4700,4,0.76,0.147752359924638,0.419761534838163
"M",4700,4,0.78,0.147752359924638,0.419761534838163
"M",4700,4,0.8,0.147752359924638,0.419761534838163
"M",4700,4,0.82,0.147752359924638,0.419761534838163
"M",4700,4,0.84,0.147752359924638,0.419761534838163
"M",4700,4,0.86,0.117586843395428,0.4190742054736
"M",4700,4,0.88,0.115484237031821,0.406897671919409
"M",4700,4,0.9,0.115484237031821,0.406897671919409
"M",4700,4,0.92,0.110612399992401,0.407696352056927
"M",4700,4,0.94,0.110612399992401,0.407696352056927
"M",4700,4,0.96,0.110612399992401,0.407696352056927
"M",4700,4,0.98,0.0986695411259089,0.409055804274657
"M",4700,4,1,0.0986695411259089,0.409055804274657
"M",4700,5,0.02,NA,NA
"M",4700,5,0.04,NA,NA
"M",4700,5,0.06,NA,NA
"M",4700,5,0.08,NA,NA
"M",4700,5,0.1,NA,NA
"M",4700,5,0.12,NA,NA
"M",4700,5,0.14,NA,NA
"M",4700,5,0.16,NA,NA
"M",4700,5,0.18,NA,NA
"M",4700,5,0.2,NA,NA
"M",4700,5,0.22,NA,NA
"M",4700,5,0.24,NA,NA
"M",4700,5,0.26,0.200184398043177,0.339849589421401
"M",4700,5,0.28,0.200184398043177,0.339849589421401
"M",4700,5,0.3,0.200184398043177,0.339849589421401
"M",4700,5,0.32,0.200184398043177,0.339849589421401
"M",4700,5,0.34,0.200184398043177,0.339849589421401
"M",4700,5,0.36,0.200184398043177,0.339849589421401
"M",4700,5,0.38,0.200184398043177,0.339849589421401
"M",4700,5,0.4,0.200184398043177,0.339849589421401
"M",4700,5,0.42,0.200184398043177,0.339849589421401
"M",4700,5,0.44,0.200184398043177,0.339849589421401
"M",4700,5,0.46,0.202786183331592,0.360728252272477
"M",4700,5,0.48,0.202786183331592,0.360728252272477
"M",4700,5,0.5,0.202786183331592,0.360728252272477
"M",4700,5,0.52,0.204660840567516,0.361153174454786
"M",4700,5,0.54,0.204660840567516,0.361153174454786
"M",4700,5,0.56,0.192628774024317,0.379564079657673
"M",4700,5,0.58,0.192628774024317,0.379564079657673
"M",4700,5,0.6,0.192628774024317,0.379564079657673
"M",4700,5,0.62,0.192628774024317,0.379564079657673
"M",4700,5,0.64,0.192628774024317,0.379564079657673
"M",4700,5,0.66,0.192628774024317,0.379564079657673
"M",4700,5,0.68,0.192628774024317,0.379564079657673
"M",4700,5,0.7,0.188808483423831,0.381160111929599
"M",4700,5,0.72,0.188808483423831,0.381160111929599
"M",4700,5,0.74,0.12691473093708,0.400996505335025
"M",4700,5,0.76,0.125891582947596,0.398080743644126
"M",4700,5,0.78,0.125891582947596,0.398080743644126
"M",4700,5,0.8,0.125891582947596,0.398080743644126
"M",4700,5,0.82,0.125634925997927,0.398567820681648
"M",4700,5,0.84,0.108709283780633,0.391224805453083
"M",4700,5,0.86,0.0977865796803743,0.392810275637912
"M",4700,5,0.88,0.10252177529318,0.391567390448149
"M",4700,5,0.9,0.10252177529318,0.391567390448149
"M",4700,5,0.92,0.102604166293788,0.391357484103857
"M",4700,5,0.94,0.102682594273033,0.391527843168534
"M",4700,5,0.96,0.102682594273033,0.391527843168534
"M",4700,5,0.98,0.103919156179403,0.391492429903263
"M",4700,5,1,0.10060963006415,0.391183424944975
"M",4700,6,0.02,NA,NA
"M",4700,6,0.04,NA,NA
"M",4700,6,0.06,NA,NA
"M",4700,6,0.08,NA,NA
"M",4700,6,0.1,NA,NA
"M",4700,6,0.12,NA,NA
"M",4700,6,0.14,NA,NA
"M",4700,6,0.16,NA,NA
"M",4700,6,0.18,NA,NA
"M",4700,6,0.2,NA,NA
"M",4700,6,0.22,NA,NA
"M",4700,6,0.24,NA,NA
"M",4700,6,0.26,NA,NA
"M",4700,6,0.28,0.184615568344271,0.323191292797383
"M",4700,6,0.3,0.184615568344271,0.323191292797383
"M",4700,6,0.32,0.184615568344271,0.323191292797383
"M",4700,6,0.34,0.184615568344271,0.323191292797383
"M",4700,6,0.36,0.184615568344271,0.323191292797383
"M",4700,6,0.38,0.184615568344271,0.323191292797383
"M",4700,6,0.4,0.184615568344271,0.323191292797383
"M",4700,6,0.42,0.184615568344271,0.323191292797383
"M",4700,6,0.44,0.188541070606412,0.352253955863332
"M",4700,6,0.46,0.188541070606412,0.352253955863332
"M",4700,6,0.48,0.18719674883182,0.353371720850955
"M",4700,6,0.5,0.18719674883182,0.353371720850955
"M",4700,6,0.52,0.18719674883182,0.353371720850955
"M",4700,6,0.54,0.18719674883182,0.353371720850955
"M",4700,6,0.56,0.18719674883182,0.353371720850955
"M",4700,6,0.58,0.18719674883182,0.353371720850955
"M",4700,6,0.6,0.187129188504876,0.354023689739702
"M",4700,6,0.62,0.187129188504876,0.354023689739702
"M",4700,6,0.64,0.177365304953696,0.361569576911757
"M",4700,6,0.66,0.177365304953696,0.361569576911757
"M",4700,6,0.68,0.176160198263017,0.363167173330942
"M",4700,6,0.7,0.17592166999546,0.363901915774763
"M",4700,6,0.72,0.17592166999546,0.363901915774763
"M",4700,6,0.74,0.175898847132005,0.364009112734657
"M",4700,6,0.76,0.17578027202737,0.363878034042302
"M",4700,6,0.78,0.110684301647737,0.368840544296461
"M",4700,6,0.8,0.110949882951103,0.368787929854633
"M",4700,6,0.82,0.112397559124915,0.369434193127863
"M",4700,6,0.84,0.080804220753427,0.37165669889216
"M",4700,6,0.86,0.0853825618658143,0.372949812250342
"M",4700,6,0.88,0.0798164141648032,0.371932686977775
"M",4700,6,0.9,0.0798164141648032,0.371932686977775
"M",4700,6,0.92,0.0869419263675198,0.374394497571803
"M",4700,6,0.94,0.0869419263675198,0.374394497571803
"M",4700,6,0.96,0.0781987924702381,0.372036694089331
"M",4700,6,0.98,0.0781987924702381,0.372036694089331
"M",4700,6,1,0.0781987924702381,0.372036694089331
"M",4700,7,0.02,NA,NA
"M",4700,7,0.04,NA,NA
"M",4700,7,0.06,NA,NA
"M",4700,7,0.08,NA,NA
"M",4700,7,0.1,NA,NA
"M",4700,7,0.12,NA,NA
"M",4700,7,0.14,NA,NA
"M",4700,7,0.16,NA,NA
"M",4700,7,0.18,NA,NA
"M",4700,7,0.2,NA,NA
"M",4700,7,0.22,NA,NA
"M",4700,7,0.24,NA,NA
"M",4700,7,0.26,NA,NA
"M",4700,7,0.28,NA,NA
"M",4700,7,0.3,0.167199339869456,0.31315572601702
"M",4700,7,0.32,0.167199339869456,0.31315572601702
"M",4700,7,0.34,0.167199339869456,0.31315572601702
"M",4700,7,0.36,0.167199339869456,0.31315572601702
"M",4700,7,0.38,0.167199339869456,0.31315572601702
"M",4700,7,0.4,0.167199339869456,0.31315572601702
"M",4700,7,0.42,0.167199339869456,0.31315572601702
"M",4700,7,0.44,0.167199339869456,0.31315572601702
"M",4700,7,0.46,0.167199339869456,0.31315572601702
"M",4700,7,0.48,0.166572989221358,0.313387956870465
"M",4700,7,0.5,0.166572989221358,0.313387956870465
"M",4700,7,0.52,0.163470533827466,0.335089220024578
"M",4700,7,0.54,0.163470533827466,0.335089220024578
"M",4700,7,0.56,0.160961728252426,0.337802390347363
"M",4700,7,0.58,0.14760460966128,0.351458525734914
"M",4700,7,0.6,0.14760460966128,0.351458525734914
"M",4700,7,0.62,0.14760460966128,0.351458525734914
"M",4700,7,0.64,0.0819587745919036,0.368937331165752
"M",4700,7,0.66,0.0931541298272957,0.368921386025304
"M",4700,7,0.68,0.054242832471874,0.375907150311362
"M",4700,7,0.7,0.0948749001300834,0.369285499336862
"M",4700,7,0.72,0.0709547894595996,0.380083115730781
"M",4700,7,0.74,0.0709547894595996,0.380083115730781
"M",4700,7,0.76,0.0568954529428554,0.377240901015535
"M",4700,7,0.78,0.0709547894595996,0.380083115730781
"M",4700,7,0.8,0.0709547894595996,0.380083115730781
"M",4700,7,0.82,0.0711790995237135,0.379876964715182
"M",4700,7,0.84,0.0709547894595996,0.380083115730781
"M",4700,7,0.86,0.0711790995237135,0.379876964715182
"M",4700,7,0.88,0.0704684028024916,0.379219035693499
"M",4700,7,0.9,0.0831161944666743,0.372549575576041
"M",4700,7,0.92,0.0681641118142149,0.372892394635762
"M",4700,7,0.94,0.0898571627336467,0.365154537112777
"M",4700,7,0.96,0.0912975624895686,0.363520950028344
"M",4700,7,0.98,0.0898571627336467,0.365154537112777
"M",4700,7,1,0.0898571627336467,0.365154537112777
"M",4700,8,0.02,NA,NA
"M",4700,8,0.04,NA,NA
"M",4700,8,0.06,NA,NA
"M",4700,8,0.08,NA,NA
"M",4700,8,0.1,NA,NA
"M",4700,8,0.12,NA,NA
"M",4700,8,0.14,NA,NA
"M",4700,8,0.16,NA,NA
"M",4700,8,0.18,NA,NA
"M",4700,8,0.2,NA,NA
"M",4700,8,0.22,NA,NA
"M",4700,8,0.24,NA,NA
"M",4700,8,0.26,NA,NA
"M",4700,8,0.28,NA,NA
"M",4700,8,0.3,NA,NA
"M",4700,8,0.32,0.157870569371597,0.302842210749012
"M",4700,8,0.34,0.157870569371597,0.302842210749012
"M",4700,8,0.36,0.157870569371597,0.302842210749012
"M",4700,8,0.38,0.157870569371597,0.302842210749012
"M",4700,8,0.4,0.157870569371597,0.302842210749012
"M",4700,8,0.42,0.156043402171977,0.305618375462471
"M",4700,8,0.44,0.156043402171977,0.305618375462471
"M",4700,8,0.46,0.156043402171977,0.305618375462471
"M",4700,8,0.48,0.156043402171977,0.305618375462471
"M",4700,8,0.5,0.156043402171977,0.305618375462471
"M",4700,8,0.52,0.147870248787551,0.306790421214533
"M",4700,8,0.54,0.159638833819265,0.320324398964458
"M",4700,8,0.56,0.145853605153529,0.317212296858027
"M",4700,8,0.58,0.147427826073247,0.323336088172113
"M",4700,8,0.6,0.141374800085016,0.333491586270478
"M",4700,8,0.62,0.138876044912783,0.335298352651081
"M",4700,8,0.64,0.138876044912783,0.335298352651081
"M",4700,8,0.66,0.138833176753685,0.336369450203266
"M",4700,8,0.68,0.138899091115617,0.33718170703675
"M",4700,8,0.7,0.080554960132239,0.350168865392408
"M",4700,8,0.72,0.080554960132239,0.350168865392408
"M",4700,8,0.74,0.080554960132239,0.350168865392408
"M",4700,8,0.76,0.080554960132239,0.350168865392408
"M",4700,8,0.78,0.080554960132239,0.350168865392408
"M",4700,8,0.8,0.080554960132239,0.350168865392408
"M",4700,8,0.82,0.080554960132239,0.350168865392408
"M",4700,8,0.84,0.080554960132239,0.350168865392408
"M",4700,8,0.86,0.0805931008710635,0.350374743260538
"M",4700,8,0.88,0.0791682291136653,0.35030721009994
"M",4700,8,0.9,0.0593323485083272,0.353831336924776
"M",4700,8,0.92,0.0429881144874328,0.353717536172133
"M",4700,8,0.94,0.0417002767264187,0.353774033075238
"M",4700,8,0.96,0.0497810090364244,0.346135715159393
"M",4700,8,0.98,0.0460856038789707,0.345968682574033
"M",4700,8,1,0.0739411758152058,0.340294698648491
"M",4700,10,0.02,NA,NA
"M",4700,10,0.04,NA,NA
"M",4700,10,0.06,NA,NA
"M",4700,10,0.08,NA,NA
"M",4700,10,0.1,NA,NA
"M",4700,10,0.12,NA,NA
"M",4700,10,0.14,NA,NA
"M",4700,10,0.16,NA,NA
"M",4700,10,0.18,NA,NA
"M",4700,10,0.2,NA,NA
"M",4700,10,0.22,NA,NA
"M",4700,10,0.24,NA,NA
"M",4700,10,0.26,NA,NA
"M",4700,10,0.28,NA,NA
"M",4700,10,0.3,NA,NA
"M",4700,10,0.32,0.134810664437684,0.306465073886764
"M",4700,10,0.34,0.134810664437684,0.306465073886764
"M",4700,10,0.36,0.134810664437684,0.306465073886764
"M",4700,10,0.38,0.134589658391486,0.306443160755546
"M",4700,10,0.4,0.134589658391486,0.306443160755546
"M",4700,10,0.42,0.134589658391486,0.306443160755546
"M",4700,10,0.44,0.134589658391486,0.306443160755546
"M",4700,10,0.46,0.134589658391486,0.306443160755546
"M",4700,10,0.48,0.134589658391486,0.306443160755546
"M",4700,10,0.5,0.134589658391486,0.306443160755546
"M",4700,10,0.52,0.134589658391486,0.306443160755546
"M",4700,10,0.54,0.134237159193885,0.306711626833896
"M",4700,10,0.56,0.134237159193885,0.306711626833896
"M",4700,10,0.58,0.134237159193885,0.306711626833896
"M",4700,10,0.6,0.134237159193885,0.306711626833896
"M",4700,10,0.62,0.134237159193885,0.306711626833896
"M",4700,10,0.64,0.0433139125718758,0.338185977477065
"M",4700,10,0.66,0.0484176222780751,0.339172767611075
"M",4700,10,0.68,0.0484176222780751,0.339172767611075
"M",4700,10,0.7,0.0484176222780751,0.339172767611075
"M",4700,10,0.72,0.0489966940978418,0.339414523134995
"M",4700,10,0.74,0.0532643960841234,0.3421583742606
"M",4700,10,0.76,0.0489966940978418,0.339414523134995
"M",4700,10,0.78,0.0267221438408905,0.340303326373972
"M",4700,10,0.8,0.0254960671168934,0.339747853977966
